id,name,locality,city,cuisines,establishment,average_cost_for_two,all_reviews_count,photo_count,has_table_booking,has_online_delivery,aggregate_rating,votes,timings
8302434,Peluquería Francesa - Boulevard Lavaud,Santiago Centro,Santiago,International,Casual Dining,35000,300,868,0,0,4.5,534,"10 AM to 12 Media Noche (Mon-Sat),10 AM to 6 PM (Sun)"
8305610,Liguria,Providencia,Santiago,"Chilean, Bar Food",Casual Dining,30000,203,411,0,0,4.2,444,"11 AM to 1 AM (Mon-Tue),11 AM to 2 AM (Wed-Sat),Closed (Sun)"
8300476,Zanzibar,"BordeRío, Vitacura",Santiago,"Vietnamese, Thai, Japanese",Fine Dining,40000,259,782,0,0,4.5,442,"12:30 PM to 12 Media Noche (Mon-Sat),1 PM to 5 PM (Sun)"
8300489,P.F. Chang's,"Mall Parque Arauco, Las Condes",Santiago,"Chinese, Asian",Casual Dining,31000,298,561,0,0,4.2,468,12 Del día to 12 Media Noche (Mon-Sun)
8308560,Chipe Libre - República Independiente del Pisco,Santiago Centro,Santiago,"Bar Food, Peruvian, Seafood",Pub,35000,293,1215,0,0,4.5,481,"12:30 PM to 1 AM (Mon-Sat),Closed (Sun)"
8310121,Daniel's Bakery & Cafe,Ñuñoa,Santiago,"Cafe, Bakery, Pastry",Café,12000,351,1170,0,0,4.6,471,"9 AM a 10 PM (Lun-Vie),10 AM a 10 PM (Sab-Dom)"
8302807,El Huerto,Providencia,Santiago,"Healthy Food, Desserts",Casual Dining,22000,251,518,0,0,4.5,431,"8:30 AM to 12 Media Noche (Mon-Wed),8:30 AM to 1 AM (Thu-Fri),10:30 AM to 1 AM (Sat),12:30 PM to 4:30 PM (Sun)"
8300248,Kitcheng,Las Condes,Santiago,"Chinese, Sushi",Casual Dining,20000,302,235,0,0,4.1,454,"1 PM to 10:30 PM (Mon-Thu),1 PM to 11 PM (Fri),12 Del día to 11 PM (Sat),Closed (Sun)"
8303446,Fuente Suiza,Ñuñoa,Santiago,"Sandwich, Empanadas",Sandwich Shop,13000,267,369,0,0,4.3,468,"11 AM to 12 Media Noche (Mon-Thu),11 AM to 1 AM (Fri),11 AM to 10:30 PM (Sat),Closed (Sun)"
8301897,Fuente Alemana,Providencia,Santiago,Sandwich,Sandwich Shop,13000,246,444,0,0,4.6,442,"10 AM to 10 PM (Mon-Sat),Closed (Sun)"
18234705,La Diana,Santiago Centro,Santiago,"Pizza, Italian",Casual Dining,30000,300,683,0,0,4.2,402,"1 PM to 12:30 AM (Mon-Thu),1 PM to 1:30 AM (Fri-Sat),1 PM to 11 PM (Sun)"
8301886,Crepes & Waffles,"Costanera Center, Providencia",Santiago,"French, Cafe, Ice Cream",Café,20000,204,351,0,0,4.2,308,"12:30 PM to 9:30 PM (Mon, Tue, Wed, Thu, Sun), 12:30 PM to 10:30 PM (Fri-Sat)"
8301636,New Horizon,Santiago Centro,Santiago,Indian,Quick Bites,12000,263,347,0,0,4.6,416,"12:45 PM to 4 PM, 6:30 PM to 10 PM (Mon-Fri),12:30 PM to 4 PM (Sat),Closed (Sun)"
8308132,José Ramón 277,Santiago Centro,Santiago,Sandwich,Sandwich Shop,15000,309,556,0,0,4.4,461,"8 AM to 12 Media Noche (Mon-Fri),1 PM to 12 Media Noche (Sat),1 PM to 11 PM (Sun)"
8305654,Hard Rock Café,"Costanera Center, Providencia",Santiago,American,Pub,30000,242,740,0,0,3.8,426,"12 Del día to 1 AM (Mon, Tue, Wed, Sun), 12 Del día to 2 AM (Thu-Sat)"
8302646,Holm,Providencia,Santiago,Healthy Food,Casual Dining,12000,293,690,0,0,4.4,440,"8 AM to 10 PM (Mon-Fri),10 AM to 4 PM (Sat-Sun)"
8309310,El Camino,Providencia,Santiago,"American, Steak, Grill",Casual Dining,28000,278,423,0,0,4.1,419,"Closed (Mon),7 PM to 12:30 AM (Tue-Thu),1 PM to 5 PM, 7 PM to 12:30 AM (Fri),12 Del día to 5 PM, 7 PM to 12:30 AM (Sat),12 Del día to 5 PM (Sun)"
8309183,Olimpia,Providencia,Santiago,"Pizza, Italian, Healthy Food",Casual Dining,21000,301,421,0,0,4.5,413,"10 AM to 2 AM (Mon-Sat),Closed (Sun)"
8302547,Johnny Rockets,"Costanera Center, Providencia",Santiago,"American, Burger",Casual Dining,20000,269,272,0,0,4.0,412,"12 Del día to 11 PM (Mon, Tue, Wed, Thu, Sun), 12 Del día to 12 Media Noche (Fri-Sat)"
8300293,Quinoa,Vitacura,Santiago,"Healthy Food, Desserts",Casual Dining,25000,253,593,0,0,4.7,398,"8 AM to 11 PM (Mon-Fri),9 AM to 5 PM (Sat),Closed (Sun)"
8307937,Maprao Thai,Providencia,Santiago,"Thai, Asian",Quick Bites,13000,306,307,0,0,4.4,418,"12:30 PM a 4:30 PM, 6 PM a 10:30 PM (Lun-Mie),12:30 PM a 4:30 PM, 6 PM a 11:30 PM (Jue-Vie),12:30 PM a 4:30 PM, 7:30 PM a 11:30 PM (Sab),12:30 PM a 4:30 PM, 7:30 PM a 10 PM (Dom)"
8301620,Kintaro,Santiago Centro,Santiago,"Japanese, Sushi, Asian",Casual Dining,28000,208,449,0,0,4.5,353,"1 PM to 3 PM, 7:30 PM to 11 PM (Mon-Thu),1 PM to 3 PM, 8 PM to 11:30 PM (Fri),1 PM to 3 PM, 8 PM to 11 PM (Sat),Closed (Sun)"
8308436,Barrica 94,"Patio Bellavista, Barrio Bellavista, Providencia",Santiago,"Chilean, Contemporary, Steak",Casual Dining,38000,241,1384,0,0,4.9,371,12 Del día to 2 AM (Mon-Sun)
8303020,California Cantina,Providencia,Santiago,"American, Bar Food",Bar,30000,233,150,0,0,3.8,454,"5 PM to 1:55 AM (Mon),3 PM to 1:55 AM (Tue),3 PM to 2:55 AM (Wed-Sat),2 PM to 12 Media Noche (Sun)"
8301908,Colmado,Santiago Centro,Santiago,"Cafe, Spanish, Sandwich, Pastry",Café,16000,250,438,0,0,4.5,381,"Cerrado (Lun),9 AM a 11 PM (Mar-Jue),9 AM a 12 Media Noche (Vie),10 AM a 12 Media Noche (Sab),10 AM a 10 PM (Dom)"
8302113,Galindo,Bellavista,Santiago,"Chilean, Home-made",Casual Dining,18000,229,533,0,0,4.2,346,"12 Del día to 1 AM (Mon, Tue, Sun), 12 Del día to 2 AM (Wed-Thu),12 Del día to 3 AM (Fri-Sat)"
8302166,Bocanáriz,Santiago Centro,Santiago,"Contemporary, International",Pub,32000,214,1842,0,0,4.7,366,"12 Del día to 12:30 AM (Mon-Sat),7 PM to 11 PM (Sun)"
8303027,La Resistencia Café,"Galería Drugstore, Providencia",Santiago,"Cafe, Sandwich, Healthy Food",Café,16500,295,746,0,0,4.4,381,"9 AM to 11 PM (Mon-Fri),9 AM to 9 PM (Sat),Closed (Sun)"
8301227,La Hacienda Gaucha,Providencia,Santiago,"Steak, Grill",Casual Dining,30000,219,490,0,0,4.3,349,"12:30 PM to 12 Media Noche (Mon-Thu),12:30 PM to 1 AM (Fri-Sat),12:30 PM to 5 PM (Sun)"
8303916,Chicken Story,Recoleta,Santiago,Korean,Casual Dining,16000,214,446,0,0,4.5,335,"11 AM to 11 PM (Mon-Sat),Closed (Sun)"
8306740,KY,Recoleta,Santiago,"Thai, Contemporary",Fine Dining,45000,210,229,0,0,4.4,381,"Closed (Mon, Sun), 8 PM to 2 AM (Tue-Sat)"
18695063,Boa-Bao,Baixa,Porto,"Oriental, Thai, Malaysian, Filipino, Vietnamese, Korean, Chinese, Japanese",Casual Dining,50,275,894,1,0,4.8,725,"12 Noon to 11 PM (Mon-Thu, Sun), 12 Noon to 12:30 AM (Fri-Sat)"
18165844,Terminal 4450,Leça da Palmeira,Porto,"Steak, BBQ",Casual Dining,70,772,2325,1,0,4.9,1746,"12:30 PM a 3 PM, 7:30 PM a 11 PM (Ter-Qui, Dom), 12:30 PM a 3 PM, 7:30 PM a 12 Midnight (Sex-Sáb), Seg Fechado"
18640525,Eleven Lab Concept,Campo Alegre,Porto,"Vegetarian, Healthy Food, Juices",Quick Bites,25,131,424,0,0,4.5,263,"10:30 às 18:30 (Seg, Qua, Qui, Sex, Sáb, Dom), Fechado (Ter)"
18594627,Pizzaria Luzzo,Boavista,Porto,"Italian, Pizza",Casual Dining,30,260,616,0,0,4.2,597,"12 Noon a 3 PM, 7:30 PM a 10:30 PM (Seg-Qui, Dom), 12 Noon a 3 PM, 7:30 PM a 11 PM (Sex-Sáb)"
18660165,Subenshi,Baixa,Porto,"Japanese, Sushi",Casual Dining,60,193,556,1,0,4.8,531,"12 Noon to 4 PM, 7:30 PM to 11 PM (Mon-Thu, Sun), 12 Noon to 4 PM, 7:30 PM to 12 Midnight (Fri-Sat)"
18464274,Zenith Brunch & Cocktail Bar,Baixa,Porto,"Healthy Food, Vegetarian, Juices, International",Quick Bites,25,513,1079,0,0,4.3,1125,09:00 a 19:00 (Seg-Dom)
19050543,Camélia Brunch Garden,Foz,Porto,"Healthy Food, Vegetarian, Juices, Cafe, Desserts, Finger Food",Café,30,36,147,0,0,4.0,75,"Fechado (Seg),10:00 às 20:00 (Ter-Dom)"
17834030,Casa do Carmo,Baixa,Porto,"Portuguese, Petiscos",Casual Dining,30,178,400,1,0,4.1,388,"12 Noon to 3 PM, 7 PM to 11 PM (Mon-Tue, Thu-Fri), 12 Noon to 3 PM (Wed), 7 PM to 12 Midnight (Sat), Sun Closed"
18903237,O Consulado,Cedofeita,Porto,"Finger Food, Beverages",Quick Bites,16,106,202,1,0,4.4,229,"Fechado (Seg),10:00 a 20:00 (Ter-Qua),10:00 a 22:00 (Qui-Sáb),10:00 a 18:00 (Dom)"
18721093,Bira dos Namorados,Baixa,Porto,"Burger, Portuguese",Casual Dining,25,128,224,1,0,4.2,290,"Fechado (Seg),12:00 a 23:00 (Ter-Qui),12:00 a 23:30 (Sex),12:30 a 23:30 (Sáb),12:30 a 23:00 (Dom)"
17833283,Brasão Cervejaria Aliados,Baixa,Porto,"Portuguese, Petiscos",Casual Dining,30,928,1768,0,0,4.7,2056,"12:00 a 15:00, 19:00 a 23:30 (Seg-Qui),12:00 a 15:00, 19:00 a 01:30 (Sex),12:00 a 15:30, 19:00 a 01:30 (Sáb),12:00 a 15:30, 19:00 a 23:30 (Dom)"
18629461,Il Pizzaiolo,Baixa,Porto,"Italian, Pizza",Casual Dining,30,178,310,0,0,4.2,483,12 Noon to 12 Midnight
18613132,Flaviis Brunch & Restaurant,Baixa,Porto,"Cafe, Desserts, Healthy Food, Steak, Grill",Café,25,385,729,0,0,4.1,699,"10 AM to 6:30 PM (Tue-Sun), Mon Closed"
18165860,Boulevard Burger House,Baixa,Porto,"American, Burger",Casual Dining,20,197,494,1,0,4.3,379,"12:00 a 15:00, 19:00 a 22:30 (Seg-Qui),12:00 a 15:00, 19:00 a 24:00 (Sex),12:00 a 24:00 (Sáb),Fechado (Dom)"
18551935,Negra Café,Trindade,Porto,"Cafe, Desserts, Finger Food, Healthy Food",Café,6,211,467,0,0,4.5,457,"9 AM to 7 PM (Mon-Sat), 10 AM to 6 PM (Sun)"
18464286,Brasão Cervejaria Coliseu,Baixa,Porto,"Portuguese, Petiscos",Casual Dining,30,317,483,0,0,4.3,611,"12 Noon to 3 PM, 7 PM to 11:30 PM (Mon-Thu), 12 Noon to 3 PM, 7 PM to 1:30 AM (Fri), 12 Noon to 3:30 PM, 7 PM to 1:30 AM (Sat), 12 Noon to 3:30 PM, 7 PM to 11:30 PM (Sun)"
17836350,Cantina 32,Baixa,Porto,"Author, Petiscos, Tapas, Portuguese",Casual Dining,50,362,1061,0,0,4.4,899,"12:30 PM a 3 PM, 6:30 PM a 11 PM (Seg-Qui), 12:30 PM a 3 PM, 6:30 PM a 11:30 PM (Sex-Sáb), Dom Fechado"
17835133,BH Foz,Foz,Porto,"Mediterranean, Sushi, Italian",Casual Dining,50,316,849,1,0,4.2,744,"12:30 to 15:30, 19:30 to 23:00 (Mon, Tue, Wed, Thu, Sun), 12:30 to 15:30, 19:30 to 24:00 (Fri-Sat)"
18543683,Nogueira's Porto,Baixa,Porto,"BBQ, Latin American, Grill, Steak",Casual Dining,50,205,495,0,0,4.4,576,"12:30 a 15:00, 20:00 a 23:00 (Seg-Qui),12:30 a 15:00, 20:00 a 24:00 (Sex),13:00 a 15:00, 20:00 a 24:00 (Sáb),13:00 a 15:00 (Dom)"
17836064,Café Santiago,Baixa,Porto,Portuguese,Casual Dining,25,647,521,0,0,4.3,1533,"11 AM to 11 PM (Mon-Sat), Sun Closed"
17836438,Flow Restaurant & Bar,Cedofeita,Porto,"Mediterranean, Italian, Portuguese, Beverages",Fine Dining,70,391,1247,1,0,4.7,851,"19:30 a 23:30 (Seg-Ter),12:30 a 15:00, 19:30 a 23:30 (Qua-Qui),12:30 a 15:00, 19:30 a 24:00 (Sex),13:00 a 15:30, 19:30 a 24:00 (Sáb),Fechado (Dom)"
17836340,Brick Clérigos,Baixa,Porto,"Finger Food, Petiscos, Tapas",Quick Bites,15,463,1430,0,0,4.9,948,"12 Noon to 4 PM, 7:30 PM to 11 PM (Tue-Fri), 1 PM to 4 PM, 8 PM to 11 PM (Sat), Mon & Sun Closed"
19014429,Garden Porto Café,Trindade,Porto,"Finger Food, Desserts, Juices, Vegetarian, Healthy Food",Café,25,44,158,0,0,4.2,89,9 AM a 8 PM
17834287,Yuko,Antas,Porto,"Portuguese, Petiscos",Casual Dining,30,432,557,0,0,4.5,1101,"12:30 to 14:30, 19:30 to 02:00 (Mon-Sat),Closed (Sun)"
17834892,Los Ibéricos,Leça da Palmeira,Porto,"Tapas, Spanish",Casual Dining,50,191,703,1,0,4.4,406,"12:30 PM a 3:30 PM, 8 PM a 12 Midnight, 12 Midnight a 1 AM (Seg-Qui, Dom), 12:30 PM a 3:30 PM, 8 PM a 12 Midnight, 12 Midnight a 2 AM (Sex-Sáb)"
18246378,DeGema - Baixa,Baixa,Porto,Burger,Casual Dining,20,685,1185,0,0,4.3,1473,12 Noon a 12 Midnight
18744648,O Gato Comeu-te a Língua,Gaia,Porto,"Desserts, Ice Cream, Crepes, Cafe, Tapas, Italian, Healthy Food",Pastry Shop,15,104,258,0,0,4.2,262,7 AM a 12 Midnight
17835620,Kanpai Japanese Cuisine,"Douro Marina, Afurada",Porto,"Japanese, Sushi",Fine Dining,60,254,564,0,0,4.4,582,"12:30 PM a 3 PM, 8 PM a 11 PM (Seg-Qui), 12:30 PM a 3 PM, 8 PM a 12 Midnight (Sex), 1 PM a 3:30 PM, 8 PM a 12 Midnight (Sáb), 1 PM a 3:30 PM, 8 PM a 11 PM (Dom)"
18616205,Frankie Hot Dogs,Baixa,Porto,"Gourmet Fast Food, Street Food",Quick Bites,14,317,486,0,0,4.3,803,12 Noon a 12 Midnight
17834058,O Diplomata,Baixa,Porto,"Desserts, Finger Food, Tapas",Dessert Parlour,15,801,1623,0,0,4.4,1496,"Fechado (Seg),10:00 a 20:00 (Ter-Sáb),10:00 a 16:00 (Dom)"
18379108,RO,Baixa,Porto,"Author, Japanese, Ramen",Casual Dining,30,306,660,0,0,4.2,659,"12 Noon to 11 PM (Mon-Thu, Sun), 12 Noon to 12 Midnight (Fri-Sat)"
17836464,Miss Pavlova,Baixa,Porto,"Desserts, Healthy Food, Vegetarian, Cafe",Dessert Parlour,10,642,1552,0,0,4.6,1299,11:00 a 19:00 (Seg-Dom)
17835235,Casa Vasco,Foz,Porto,"Tapas, Burger, American, Author",Casual Dining,40,324,1001,0,0,4.1,701,"12:30 a 00:30 (Seg, Ter, Qua, Qui, Dom), 12:30 a 01:30 (Sex-Sáb)"
18439392,Steak ’n Shake,Baixa,Porto,Burger,Casual Dining,16,287,471,0,0,3.8,637,"11:30 AM to 11 PM (Mon-Thu, Sun), 11:30 AM to 2 AM (Fri-Sat)"
17834872,Casad'oro,Campo Alegre,Porto,"Italian, Pizza",Casual Dining,40,380,521,0,0,4.1,839,"12:30 PM to 3 PM, 7:30 PM to 11 PM"
17835793,Bugo Art Burger,Cedofeita,Porto,Burger,Casual Dining,30,346,684,0,0,4.3,727,"12 Noon to 3 PM, 7:30 PM to 11 PM (Mon-Thu), 12 Noon to 3 PM, 7:30 PM to 12 Midnight (Fri), 12:30 PM to 4 PM, 7:30 PM to 12 Midnight (Sat), Sun Closed"
17835373,Portarossa,Foz,Porto,"Italian, Pizza",Casual Dining,40,391,949,0,0,4.4,968,"12:30 PM to 3 PM, 7:30 PM to 12 Midnight (Mon-Thu, Sun), 12:30 PM to 3 PM, 7:30 PM to 1 AM (Fri-Sat)"
17836016,Casa de Pasto da Palmeira,Foz,Porto,"Author, Fusion, Petiscos",Casual Dining,40,175,569,0,0,4.3,395,12 Noon to 12 Midnight
18118306,Cruel,Baixa,Porto,"Contemporary, Author, Mediterranean",Casual Dining,40,428,1187,1,0,4.7,929,"19:30 a 23:30 (Seg-Qui),19:30 a 00:30 (Sex),12:30 a 15:00, 19:30 a 00:30 (Sáb),12:30 a 15:00, 19:30 a 23:00 (Dom)"
17836060,Lado B,Baixa,Porto,"Finger Food, Portuguese",Snack Bar,25,360,332,0,0,4.2,769,"11 AM to 11:30 PM (Mon-Thu), 11 AM to 1:30 AM (Fri-Sat), Sun Closed"
17835902,Venham Mais 5,Santo Ildefonso,Porto,Finger Food,Casual Dining,15,376,460,0,0,3.9,865,"12 Noon to 10 PM (Mon, Sun), 12 Noon to 10:30 PM (Tue-Thu), 12 Noon to 11 PM (Fri-Sat)"
18550326,Mito,Baixa,Porto,"Author, Portuguese",Casual Dining,50,95,430,1,0,4.5,260,"12:30 a 15:00, 19:30 a 23:00 (Seg-Qui),12:30 a 15:30, 19:30 a 24:00 (Sex-Sáb),Fechado (Dom)"
18420924,Bao's - Taiwanese Burger,Cedofeita,Porto,"Oriental, Taiwanese",Casual Dining,25,222,540,1,0,4.0,526,"12 Noon a 11 PM (Seg-Qui, Dom), 12 Noon a 12 Midnight (Sex-Sáb)"
16686233,The Fat Duck,Windsor and Maidenhead,South East England,"European, British, Fusion",Quick Bites,0,87,183,0,0,4.9,218,"Closed (Mon, Sun), 12 Noon to 2 PM, 7 PM to 9 PM (Tue-Sat)"
16686235,The Hinds Head,Windsor and Maidenhead,South East England,"Bar Food, British",,20,54,93,0,0,4.9,95,"12 Noon to 11 PM (Mon-Sat),12 Noon to 7 PM (Sun)"
6107493,Tayyabs,"Fieldgate Street, Whitechapel",London,"North Indian, Indian, Pakistani, Curry",Casual Dining,40,328,472,0,0,4.6,760,12 Noon to 11:30 PM (Mon-Sun)
6114338,Flat Iron,"Beak Street, Soho",London,Steak,Casual Dining,35,207,1589,0,0,4.9,419,"12 Noon to 11 PM (Mon-Wed),12 Noon to 11:30 PM (Thu),12 Noon to 12 Midnight (Fri),11:45 AM to 12 Midnight (Sat),12 Noon to 10:30 PM (Sun)"
6117859,Shake Shack,"Tavistock Court, Covent Garden",London,"American, Burger",Casual Dining,30,287,262,0,0,4.5,545,"11 AM to 11 PM (Mon-Sat),11 AM to 10:30 PM (Sun)"
6107170,The Wolseley,"Piccadilly, Mayfair",London,"European, British, French",Casual Dining,55,188,241,0,0,4.6,508,"7am – 11pm (Mon-Fri),8am – 11pm (Sat-Sun)"
6113857,Sketch Gallery,"Conduit Street, Mayfair",London,"British, Contemporary",Fine Dining,100,104,416,1,0,4.9,213,"11:30 AM to 2 AM (Mon-Sat), 11:30 AM to 12:30 AM (Sun)"
6103922,Dishoom,"Boundary Street, Shoreditch",London,"Indian, Cafe, Curry",Casual Dining,55,197,986,0,0,4.9,340,"8 AM to 11 PM (Mon-Wed),8 AM to 12 Midnight (Thu-Fri),9 AM to 12 Midnight (Sat),9 AM to 11 PM (Sun)"
6104220,Roti Chai,"Portman Mews South, Marble Arch",London,"Indian, Street Food",Casual Dining,45,228,550,1,0,4.6,369,"12 Noon to 10:30 PM (Mon-Sat),12:30 PM to 9 PM (Sun)"
6113835,Dinner by Heston Blumenthal,"Knightsbridge, Knightsbridge",London,British,Casual Dining,130,302,449,0,0,4.9,596,"12 Noon to 2 PM, 6 PM to 10:15 PM (Mon-Fri), 12 Noon to 2:30 PM, 6:30 PM to 10:30 PM (Sat-Sun)"
6102866,Hakkasan,Mayfair,London,"Chinese, Dim Sum, Cantonese",Fine Dining,120,203,2111,1,0,4.9,428,"12 Noon to 12 Midnight (Mon-Wed), 12 Noon to 12:30 AM (Thu-Fri), 12 Noon to 12:45 AM (Sat), 12 Noon to 11:45 PM (Sun)"
6103211,Dishoom,"Upper St Martin's Lane, Covent Garden",London,"Indian, North Indian, Curry, Cafe",Café,35,533,1473,0,0,4.9,1031,"8 AM to 11 PM (Mon-Thu),8 AM to 12 Midnight (Fri),9 AM to 12 Midnight (Sat),9 AM to 11 PM (Sun)"
6113850,Princi,"Wardour Street, Soho",London,Italian,Casual Dining,30,158,1679,0,0,4.6,403,"8 AM to 12 Midnight (Mon-Sat),8:30 AM to 10 PM (Sun)"
6105938,Patty & Bun,"James Street, Marylebone",London,"Burger, British",Casual Dining,30,253,238,0,0,4.8,497,"12 Noon to 11 PM (Mon-Sat),12 Noon to 10 PM (Sun)"
6125672,Vapiano,"Wardour Street, Soho",London,Italian,Casual Dining,35,84,167,0,0,4.8,155,"11 AM to 11 PM (Mon-Thu),11 AM to 12 Midnight (Fri-Sat),12 Noon to 11 PM (Sun)"
6124820,Dishoom,"Stable Street, King's Cross",London,"Indian, North Indian, Curry",Casual Dining,45,155,334,0,0,4.9,276,"8 AM to 11 PM (Mon-Wed),8 AM to 12 Midnight (Thu-Fri),9 AM to 12 Midnight (Sat),9 AM to 11 PM (Sun)"
6100054,Masala Zone,Covent Garden,London,"Indian, Curry",Casual Dining,30,184,567,0,0,4.5,316,"12 Noon to 11 PM (Mon-Sat),12:30 PM to 10:30 PM (Sun)"
6103902,Yauatcha,"Broadwick Street, Soho",London,"Chinese, Dim Sum, Cantonese",Fine Dining,90,303,2223,1,0,4.8,804,"12 Noon to 10 PM (Mon, Tue, Wed, Thu, Sun), 12 Noon to 10:30 PM (Fri-Sat)"
6113973,Bone Daddies,"Walker's Court, Soho",London,"Ramen, Japanese",Casual Dining,40,197,192,0,0,4.8,423,"12 Noon to 10 PM (Mon),12 Noon to 11 PM (Tue-Wed),12 Noon to 11:30 PM (Thu-Sat),12 Noon to 9:30 PM (Sun)"
6116563,Chotto Matte,"Frith Street, Soho",London,"Japanese, Peruvian, Sushi",Casual Dining,70,212,1399,0,0,4.9,364,"12 Noon to 11:30 PM (Mon-Wed, Sun), 12 Noon to 12 Midnight (Thu), 12 Noon to 12:30 AM (Fri-Sat)"
6116177,Brasserie Zedel,"Glasshouse Street, Soho",London,"French, American",Brasserie,50,133,515,0,0,4.6,266,"11:30 AM to 12 Midnight (Mon-Sat),11:30 AM to 11 PM (Sun)"
6114223,Zuma,"Raphael Street, Knightsbridge",London,"Japanese, Sushi",Fine Dining,130,136,131,0,0,4.6,435,"12 Noon to 3 PM, 6 PM to 11 PM (Mon-Fri),12:30 PM to 3:30 PM, 6 PM to 11 PM (Sat),12:30 PM to 3:30 PM, 6 PM to 10:30 PM (Sun)"
6103868,Nobu,Mayfair,London,"Japanese, Sushi",Fine Dining,100,102,943,1,0,4.6,265,"12 Noon to 3 PM, 6 PM to 11:45 PM (Mon-Wed),12 Noon to 3 PM, 6 PM to 12:45 AM (Thu-Fri),12:30 PM to 3:30 PM, 6 PM to 12:45 AM (Sat),6 PM to 10:30 PM (Sun)"
6113700,The Ledbury,Notting Hill,London,"British, European, French",Fine Dining,250,216,2716,0,0,4.9,460,"6:30 PM to 9:45 PM (Mon-Tue), 12 Noon to 2 PM, 6:30 PM to 9:45 PM (Wed-Sun)"
6116783,Aqua Shard,London Bridge,London,British,Fine Dining,90,147,225,1,0,4.6,239,"7 AM to 12 Midnight (Mon-Fri),9 AM to 12 Midnight (Sat-Sun)"
6102615,The Breakfast Club,"D'arblay Street, Soho",London,"American, Burger",Casual Dining,40,167,745,0,0,4.7,311,"7:30 AM to 10 PM (Mon-Fri), 8 AM to 10 PM (Sat), 8 AM to 7 PM (Sun)"
6117406,Five Guys,"Long Acre, Covent Garden",London,"American, Burger",Casual Dining,15,228,141,0,0,4.3,373,"11 AM to 11 PM (Mon-Wed, Sun), 11 AM to 12 Midnight (Thu-Sat)"
6102977,Benares,"Berkeley Square, Mayfair",London,Indian,Fine Dining,90,86,577,1,0,4.4,201,"12 Noon to 2:30 PM, 5:30 PM to 11 PM (Mon-Sat),6 PM to 10 PM (Sun)"
6102622,Burger & Lobster,"Dean Street, Soho",London,"American, Seafood, Burger",Casual Dining,45,230,4464,0,0,4.8,454,"12 Noon to 10:30 PM (Mon-Wed),12 Noon to 11 PM (Thu-Sat),12 Noon to 10 PM (Sun)"
6103998,Barrafina,"Frith Street, Soho",London,"Spanish, Tapas, Healthy Food",Casual Dining,60,171,500,0,0,4.7,421,"12 Noon to 3 PM, 5 PM to 11 PM (Mon-Sat), 1 PM to 3:30 PM, 5:30 PM to 10 PM (Sun)"
